_Data_sent_by_Kristin_Phillips_Sept.2012___
Peru_001  -70.1420 -15.4255  3846  69.6  3.33  (Phillips_etal, JGR 2012) 
Peru_002  -70.1685 -15.3788  3864  70.6  3.33  (Phillips_etal, JGR 2012) 
Peru_003  -70.1996 -15.3207  3870  67.6  3.33  (Phillips_etal, JGR 2012) 
Peru_004  -70.2422 -15.2961  3865  72.3  3.33  (Phillips_etal, JGR 2012) 
Peru_005  -70.2800 -15.2600  3859  73.3  3.33  (Phillips_etal, JGR 2012) 
Peru_006  -70.3298 -15.2282  3862  73.6  3.33  (Phillips_etal, JGR 2012) 
Peru_007  -70.3572 -15.1688  3875  74.7  3.33  (Phillips_etal, JGR 2012) 
Peru_008  -70.4129 -15.0461  3896  70.6  3.33  (Phillips_etal, JGR 2012) 
Peru_009  -70.4043 -14.9910  3915  73.3  3.33  (Phillips_etal, JGR 2012) 
Peru_010  -70.4593 -14.9794  3917  72.7  3.33  (Phillips_etal, JGR 2012) 
Peru_011  -70.5237 -14.9418  3937  75.8  3.33  (Phillips_etal, JGR 2012) 
Peru_012  -70.5620 -14.9239  3921  73.9  3.33  (Phillips_etal, JGR 2012) 
Peru_013  -70.6090 -14.8836  3892  76.0  3.33  (Phillips_etal, JGR 2012) 
Peru_014  -70.6577 -14.8317  3843  75.9  3.33  (Phillips_etal, JGR 2012) 
Peru_015  -70.7264 -14.7902  3869  74.3  3.33  (Phillips_etal, JGR 2012) 
Peru_016  -70.7449 -14.7240  4015  68.2  3.33  (Phillips_etal, JGR 2012) 
Peru_017  -70.7501 -14.6487  4125  71.5  3.33  (Phillips_etal, JGR 2012) 
Peru_018  -70.7879 -14.6125  4102  74.0  3.33  (Phillips_etal, JGR 2012) 
Peru_019  -70.8525 -14.5939  4079  71.4  3.33  (Phillips_etal, JGR 2012) 
Peru_020  -70.8830 -14.5383  4180  65.0  3.33  (Phillips_etal, JGR 2012) 
Peru_021  -70.9402 -14.4964  4276  66.0  3.33  (Phillips_etal, JGR 2012) 
Peru_022  -70.9887 -14.4830  4292  72.4  3.33  (Phillips_etal, JGR 2012) 
Peru_023  -71.0450 -14.4744  4322  73.1  3.33  (Phillips_etal, JGR 2012) 
Peru_024  -71.0737 -14.4505  4414  72.6  3.33  (Phillips_etal, JGR 2012) 
Peru_025  -71.1324 -14.4045  4571  70.5  3.33  (Phillips_etal, JGR 2012) 
Peru_026  -71.1560 -14.3616  4668  67.0  3.33  (Phillips_etal, JGR 2012) 
Peru_027  -71.1937 -14.3307  4658  73.0  3.33  (Phillips_etal, JGR 2012) 
Peru_028  -71.2290 -14.2797  4526  72.9  3.33  (Phillips_etal, JGR 2012) 
Peru_029  -71.2652 -14.2416  4369  73.9  3.33  (Phillips_etal, JGR 2012) 
Peru_030  -71.3137 -14.2006  4173  76.2  3.33  (Phillips_etal, JGR 2012) 
Peru_031  -71.3704 -14.1863  4034  78.3  3.33  (Phillips_etal, JGR 2012) 
Peru_032  -71.4025 -14.1416  4043  73.8  3.33  (Phillips_etal, JGR 2012) 
Peru_033  -71.4343 -14.0986  4179  72.5  3.33  (Phillips_etal, JGR 2012) 
Peru_034  -71.4483 -14.0430  4347  68.0  3.33  (Phillips_etal, JGR 2012) 
Peru_035  -71.4856 -13.9854  4352  75.3  3.33  (Phillips_etal, JGR 2012) 
Peru_036  -71.5190 -13.8713  4557  72.9  3.33  (Phillips_etal, JGR 2012) 
Peru_037  -71.5056 -13.8264  4644  69.5  3.33  (Phillips_etal, JGR 2012) 
Peru_038  -71.5754 -13.7802  4510  67.9  3.33  (Phillips_etal, JGR 2012) 
Peru_039  -71.5990 -13.7371  4357  78.2  3.33  (Phillips_etal, JGR 2012) 
Peru_040  -71.6242 -13.6878  4204  70.4  3.33  (Phillips_etal, JGR 2012) 
Peru_041  -71.6846 -13.6593  3971  74.3  3.33  (Phillips_etal, JGR 2012) 
Peru_042  -71.7234 -13.6150  3794  71.0  3.33  (Phillips_etal, JGR 2012) 
Peru_043  -71.7712 -13.6002  3759  75.4  3.33  (Phillips_etal, JGR 2012) 
Peru_044  -71.8239 -13.5725  3828  70.2  3.33  (Phillips_etal, JGR 2012) 
Peru_045  -71.8856 -13.5502  3938  69.3  3.33  (Phillips_etal, JGR 2012) 
Peru_046  -71.9418 -13.5275  3950  71.9  3.33  (Phillips_etal, JGR 2012) 
Peru_047  -75.1602 -15.3626   -90  38.9  3.33  (Phillips_etal, JGR 2012) 
Peru_048  -74.9798 -15.1431  1196  24.2  3.33  (Phillips_etal, JGR 2012) 
Peru_049  -74.9900 -14.9752  1292  35.2  3.33  (Phillips_etal, JGR 2012) 
Peru_050  -74.9413 -14.8252  1419  34.4  3.33  (Phillips_etal, JGR 2012) 
Peru_051  -74.8783 -14.8257  1712  37.8  3.33  (Phillips_etal, JGR 2012) 
Peru_052  -74.7040 -14.8312  2582  42.1  3.33  (Phillips_etal, JGR 2012) 
Peru_053  -74.6417 -14.8259  3039  47.6  3.33  (Phillips_etal, JGR 2012) 
Peru_054  -74.4052 -14.6690  3646  63.9  3.33  (Phillips_etal, JGR 2012) 
Peru_055  -74.2733 -14.6027  3803  62.0  3.33  (Phillips_etal, JGR 2012) 
Peru_056  -74.1979 -14.6506  3855  61.3  3.33  (Phillips_etal, JGR 2012) 
Peru_057  -74.1246 -14.6947  4107  60.4  3.33  (Phillips_etal, JGR 2012) 
Peru_058  -73.9973 -14.6049  4427  66.8  3.33  (Phillips_etal, JGR 2012) 
Peru_059  -73.9642 -14.6232  4499  72.6  3.33  (Phillips_etal, JGR 2012) 
Peru_060  -73.7567 -14.6447  4160  70.1  3.33  (Phillips_etal, JGR 2012) 
Peru_061  -73.6470 -14.6099  4296  74.6  3.33  (Phillips_etal, JGR 2012) 
Peru_062  -73.5722 -14.6016  4334  66.7  3.33  (Phillips_etal, JGR 2012) 
Peru_063  -73.4682 -14.5584  4364  66.3  3.33  (Phillips_etal, JGR 2012) 
Peru_064  -73.4680 -14.5586  4365  62.2  3.33  (Phillips_etal, JGR 2012) 
Peru_065  -73.3601 -14.5496  4421  68.0  3.33  (Phillips_etal, JGR 2012) 
Peru_066  -73.2770 -14.5203  4536  68.2  3.33  (Phillips_etal, JGR 2012) 
Peru_067  -73.2064 -14.4276  4550  59.7  3.33  (Phillips_etal, JGR 2012) 
Peru_068  -73.3227 -14.1741  4211  61.7  3.33  (Phillips_etal, JGR 2012) 
Peru_069  -73.2995 -14.0388  4130  62.8  3.33  (Phillips_etal, JGR 2012) 
Peru_070  -73.2286 -14.0380  4297  63.6  3.33  (Phillips_etal, JGR 2012) 
Peru_071  -73.1813 -13.9624  4188  65.7  3.33  (Phillips_etal, JGR 2012) 
Peru_072  -73.1024 -13.9407  4055  65.7  3.33  (Phillips_etal, JGR 2012) 
Peru_073  -73.0572 -13.8811  3919  64.2  3.33  (Phillips_etal, JGR 2012) 
Peru_074  -72.9789 -13.8490  4361  65.1  3.33  (Phillips_etal, JGR 2012) 
Peru_075  -72.9416 -13.7756  4370  67.0  3.33  (Phillips_etal, JGR 2012) 
Peru_076  -72.9257 -13.6696  3933  73.8  3.33  (Phillips_etal, JGR 2012) 
Peru_077  -72.8771 -13.6243  3973  69.6  3.33  (Phillips_etal, JGR 2012) 
Peru_078  -72.7959 -13.5523  3816  75.8  3.33  (Phillips_etal, JGR 2012) 
Peru_079  -72.7382 -13.5546  3832  74.5  3.33  (Phillips_etal, JGR 2012) 
Peru_080  -72.6081 -13.5514  3945  77.0  3.33  (Phillips_etal, JGR 2012) 
Peru_081  -72.5041 -13.5053  3891  70.0  3.33  (Phillips_etal, JGR 2012) 
Peru_082  -72.4453 -13.4806  3822  75.2  3.33  (Phillips_etal, JGR 2012) 
Peru_083  -72.3442 -13.4430  3711  75.6  3.33  (Phillips_etal, JGR 2012) 
Peru_084  -72.2491 -13.4872  3652  74.2  3.33  (Phillips_etal, JGR 2012) 
Peru_085  -72.1657 -13.4948  3654  76.7  3.33  (Phillips_etal, JGR 2012) 
Peru_086  -72.0892 -13.4794  3647  74.8  3.33  (Phillips_etal, JGR 2012) 
Peru_087  -72.0987 -16.9995   233  24.0  3.33  (Phillips_etal, JGR 2012) 
Peru_088  -72.0313 -17.0174   277  20.3  3.33  (Phillips_etal, JGR 2012) 
Peru_089  -71.7891 -17.1644   359  26.1  3.33  (Phillips_etal, JGR 2012) 
Peru_090  -71.7880 -17.1116   475  24.9  3.33  (Phillips_etal, JGR 2012) 
Peru_091  -71.7243 -17.0707   706  29.7  3.33  (Phillips_etal, JGR 2012) 
Peru_092  -71.7071 -17.0340   820  32.0  3.33  (Phillips_etal, JGR 2012) 
Peru_093  -71.9475 -16.7161  1240  33.0  3.33  (Phillips_etal, JGR 2012) 
Peru_094  -71.8898 -16.6814  1400  38.7  3.33  (Phillips_etal, JGR 2012) 
Peru_095  -71.8728 -16.6267  1610  38.9  3.33  (Phillips_etal, JGR 2012) 
Peru_096  -71.8377 -16.5805  1899  39.8  3.33  (Phillips_etal, JGR 2012) 
Peru_097  -71.8409 -16.4968  2179  42.0  3.33  (Phillips_etal, JGR 2012) 
Peru_098  -71.8238 -16.4263  2172  43.7  3.33  (Phillips_etal, JGR 2012) 
Peru_099  -71.7090 -16.4629  2701  42.8  3.33  (Phillips_etal, JGR 2012) 
Peru_100  -71.6532 -16.4176  2851  49.2  3.33  (Phillips_etal, JGR 2012) 
Peru_101  -71.6148 -16.4019  3027  55.5  3.33  (Phillips_etal, JGR 2012) 
Peru_102  -71.4932 -16.4661  3461  56.2  3.33  (Phillips_etal, JGR 2012) 
Peru_103  -71.5559 -16.3253  3424  56.2  3.33  (Phillips_etal, JGR 2012) 
Peru_104  -71.4142 -16.4055  4021  59.9  3.33  (Phillips_etal, JGR 2012) 
Peru_105  -71.4857 -16.2338  4242  68.1  3.33  (Phillips_etal, JGR 2012) 
Peru_106  -71.4106 -16.2133  4543  67.0  3.33  (Phillips_etal, JGR 2012) 
Peru_107  -71.3471 -16.2446  4457  66.0  3.33  (Phillips_etal, JGR 2012) 
Peru_108  -71.4112 -16.0549  4425  68.5  3.33  (Phillips_etal, JGR 2012) 
Peru_109  -71.3613 -16.0632  4391  67.5  3.33  (Phillips_etal, JGR 2012) 
Peru_110  -71.2820 -16.0287  4253  69.5  3.33  (Phillips_etal, JGR 2012) 
Peru_111  -71.2683 -15.9854  4245  69.0  3.33  (Phillips_etal, JGR 2012) 
Peru_112  -71.2097 -15.9579  4356  68.2  3.33  (Phillips_etal, JGR 2012) 
Peru_113  -71.1916 -15.9147  4464  69.6  3.33  (Phillips_etal, JGR 2012) 
Peru_114  -71.1286 -15.8765  4625  67.0  3.33  (Phillips_etal, JGR 2012) 
Peru_115  -71.0910 -15.8374  4695  71.3  3.33  (Phillips_etal, JGR 2012) 
Peru_116  -71.0622 -15.8003  4641  70.4  3.33  (Phillips_etal, JGR 2012) 
Peru_117  -71.0238 -15.7750  4547  69.3  3.33  (Phillips_etal, JGR 2012) 
Peru_118  -70.9758 -15.7628  4478  72.6  3.33  (Phillips_etal, JGR 2012) 
Peru_119  -70.8991 -15.7590  4408  70.8  3.33  (Phillips_etal, JGR 2012) 
Peru_120  -70.8238 -15.7212  4355  75.6  3.33  (Phillips_etal, JGR 2012) 
Peru_121  -70.7819 -15.6809  4289  69.4  3.33  (Phillips_etal, JGR 2012) 
Peru_122  -70.7566 -15.6651  4271  73.3  3.33  (Phillips_etal, JGR 2012) 
Peru_123  -70.6143 -15.7139  4319  75.0  3.33  (Phillips_etal, JGR 2012) 
Peru_124  -70.5733 -15.6741  4255  76.9  3.33  (Phillips_etal, JGR 2012) 
Peru_125  -70.4929 -15.6883  4054  75.3  3.33  (Phillips_etal, JGR 2012) 
Peru_126  -70.4299 -15.6746  3867  74.0  3.33  (Phillips_etal, JGR 2012) 
Peru_127  -70.3747 -15.6719  3844  74.0  3.33  (Phillips_etal, JGR 2012) 
Peru_128  -70.3463 -15.6219  3856  73.9  3.33  (Phillips_etal, JGR 2012) 
Peru_129  -70.2925 -15.6029  3879  77.6  3.33  (Phillips_etal, JGR 2012) 
Peru_130  -70.2549 -15.5757  3884  78.2  3.33  (Phillips_etal, JGR 2012) 
Peru_131  -70.1820 -15.5430  3855  71.7  3.33  (Phillips_etal, JGR 2012) 
Peru_132  -70.1823 -15.5142  3848  74.4  3.33  (Phillips_etal, JGR 2012) 
Peru_133  -70.1079 -15.4694  3817  71.4  3.33  (Phillips_etal, JGR 2012) 
Peru_134  -70.0710 -15.4247  3838  75.8  3.33  (Phillips_etal, JGR 2012) 
Peru_135  -70.0506 -15.3530  3859  70.0  3.33  (Phillips_etal, JGR 2012) 
Peru_136  -70.0338 -15.3176  3853  70.3  3.33  (Phillips_etal, JGR 2012) 


